source_analysis,purpose,metric,estimand,independent_trials,low,high,bootstrap_seed,bootstrap_resamples,interval_available
native_whole_trial,boundary-129,native_forward_interval_ms,mean_trial_total_forward_signed_error_percent,30,420.31154891724253,423.09911125983393,94051000,5000,True
native_whole_trial,boundary-129,native_forward_interval_ms,interval_mape_percent,30,420.39504693322493,423.20029390503913,94051000,5000,True
native_whole_trial,boundary-129,native_forward_interval_ms,interval_wape_percent,30,420.294561761313,423.06749859835503,94051000,5000,True
native_whole_trial,engram-distinct-text,native_forward_interval_ms,mean_trial_total_forward_signed_error_percent,30,431.2202975079409,433.92145052825623,94051000,5000,True
native_whole_trial,engram-distinct-text,native_forward_interval_ms,interval_mape_percent,30,431.3942508717843,434.084250387636,94051000,5000,True
native_whole_trial,engram-distinct-text,native_forward_interval_ms,interval_wape_percent,30,431.1975860878551,433.89134024537884,94051000,5000,True
native_whole_trial,engram-repeated-text,native_forward_interval_ms,mean_trial_total_forward_signed_error_percent,30,431.21611171826015,433.680302628689,94051000,5000,True
native_whole_trial,engram-repeated-text,native_forward_interval_ms,interval_mape_percent,30,431.4203586614143,433.8963372005244,94051000,5000,True
native_whole_trial,engram-repeated-text,native_forward_interval_ms,interval_wape_percent,30,431.19564920499016,433.6595020932057,94051000,5000,True
native_whole_trial,heldout-burst-192,native_forward_interval_ms,mean_trial_total_forward_signed_error_percent,30,434.4105583793973,437.33907951053686,94051000,5000,True
native_whole_trial,heldout-burst-192,native_forward_interval_ms,interval_mape_percent,30,434.69928545558463,437.609095058121,94051000,5000,True
native_whole_trial,heldout-burst-192,native_forward_interval_ms,interval_wape_percent,30,434.3785680391948,437.30593333400134,94051000,5000,True
native_whole_trial,heldout-burst-384,native_forward_interval_ms,mean_trial_total_forward_signed_error_percent,30,431.3949662568477,434.1036493774679,94051000,5000,True
native_whole_trial,heldout-burst-384,native_forward_interval_ms,interval_mape_percent,30,431.56224989446014,434.26810249715066,94051000,5000,True
native_whole_trial,heldout-burst-384,native_forward_interval_ms,interval_wape_percent,30,431.37128562130624,434.07601261953886,94051000,5000,True
native_whole_trial,heldout-burst-768,native_forward_interval_ms,mean_trial_total_forward_signed_error_percent,30,420.1054022468146,422.6399607720329,94051000,5000,True
native_whole_trial,heldout-burst-768,native_forward_interval_ms,interval_mape_percent,30,420.18217702366445,422.71002588324893,94051000,5000,True
native_whole_trial,heldout-burst-768,native_forward_interval_ms,interval_wape_percent,30,420.0853004905954,422.6119930609215,94051000,5000,True
native_whole_trial,heldout-single-192,native_forward_interval_ms,mean_trial_total_forward_signed_error_percent,30,424.6793973676309,427.40655359596036,94051000,5000,True
native_whole_trial,heldout-single-192,native_forward_interval_ms,interval_mape_percent,30,424.7545947466215,427.47873155294184,94051000,5000,True
native_whole_trial,heldout-single-192,native_forward_interval_ms,interval_wape_percent,30,424.6647647813267,427.3729990864511,94051000,5000,True
native_whole_trial,heldout-single-384,native_forward_interval_ms,mean_trial_total_forward_signed_error_percent,30,446.63486796408347,449.15259889294924,94051000,5000,True
native_whole_trial,heldout-single-384,native_forward_interval_ms,interval_mape_percent,30,446.7494476984212,449.26024202138996,94051000,5000,True
native_whole_trial,heldout-single-384,native_forward_interval_ms,interval_wape_percent,30,446.62066840265953,449.13187849726796,94051000,5000,True
native_whole_trial,heldout-single-768,native_forward_interval_ms,mean_trial_total_forward_signed_error_percent,30,436.5363763356132,439.5465676526536,94051000,5000,True
native_whole_trial,heldout-single-768,native_forward_interval_ms,interval_mape_percent,30,436.58241754914826,439.5800904153098,94051000,5000,True
native_whole_trial,heldout-single-768,native_forward_interval_ms,interval_wape_percent,30,436.51086414571466,439.51124267957516,94051000,5000,True
native_whole_trial,heterogeneous,native_forward_interval_ms,mean_trial_total_forward_signed_error_percent,30,427.9840015683008,433.22910551121265,94051000,5000,True
native_whole_trial,heterogeneous,native_forward_interval_ms,interval_mape_percent,30,428.1521793058775,433.43133055882953,94051000,5000,True
native_whole_trial,heterogeneous,native_forward_interval_ms,interval_wape_percent,30,427.96297712723924,433.2126955759264,94051000,5000,True
native_whole_trial,prefix-cold-control,native_forward_interval_ms,mean_trial_total_forward_signed_error_percent,30,436.3381644838273,438.88306622268976,94051000,5000,True
native_whole_trial,prefix-cold-control,native_forward_interval_ms,interval_mape_percent,30,436.3571168180639,438.90697082819105,94051000,5000,True
native_whole_trial,prefix-cold-control,native_forward_interval_ms,interval_wape_percent,30,436.31594904485246,438.8609155901892,94051000,5000,True
native_whole_trial,prefix-reuse-B,native_forward_interval_ms,mean_trial_total_forward_signed_error_percent,30,437.7681803556055,440.46161492661605,94051000,5000,True
native_whole_trial,prefix-reuse-B,native_forward_interval_ms,interval_mape_percent,30,437.7508918458563,440.4197341220684,94051000,5000,True
native_whole_trial,prefix-reuse-B,native_forward_interval_ms,interval_wape_percent,30,437.74816228479307,440.43194791846804,94051000,5000,True
