scope,purpose,metric,planned_points,predicted_points,observed_mean_supported,predicted_mean_supported,mape_percent,wape_percent
core,boundary-129,average_tpot_ms,40,40,157.591647425,153.32755439999997,2.5312201607885148,2.7057861851652856
core,boundary-129,exact_itl_ms,40,40,157.591647425,153.32755439999997,2.5312201607885174,2.7057861851652882
core,boundary-129,output_tokens_per_second,40,40,5.914472996075211,6.079600902004524,2.9351262142083825,2.791929323861819
core,boundary-129,request_latency_ms,40,40,2708.997087675,2631.462984,2.7267702560031744,2.8620962358266753
core,boundary-129,last_token_latency_ms,40,40,2708.645523375,2631.462984,2.7141621147722508,2.849488377454063
core,boundary-129,native_forward_interval_ms,680,680,156.03140541525448,154.91643065840847,1.1034358314062087,1.8865944609941196
core,engram-distinct-text,ttft_ms,40,40,395.2321073875,503.03743587499997,29.2996836997103,27.27646020463709
core,engram-distinct-text,average_tpot_ms,40,40,161.77263632379032,158.7997972258064,1.7968996082251565,1.8376649880599918
core,engram-distinct-text,exact_itl_ms,40,40,161.77263632379032,158.7997972258064,1.796899608225157,1.837664988059992
core,engram-distinct-text,output_tokens_per_second,40,40,11.834641707577067,11.63318539623247,2.484974385769468,2.493351482702729
core,engram-distinct-text,request_latency_ms,40,40,5410.8734511,5425.831149874999,2.1385867428358547,2.156963573991422
core,engram-distinct-text,last_token_latency_ms,40,40,5410.183833425,5425.831149874999,2.142369011488836,2.1604767148180875
core,engram-distinct-text,native_forward_interval_ms,1334,1334,158.89285319498453,157.09328810135642,1.0652230276641457,1.3305001200302435
core,engram-repeated-text,ttft_ms,40,40,401.7022476,501.54189295,26.913566558211322,24.854141580361908
core,engram-repeated-text,average_tpot_ms,40,40,161.70488252661292,158.75151940322579,1.8059493231815091,1.8263908159366062
core,engram-repeated-text,exact_itl_ms,40,40,161.70488252661292,158.75151940322579,1.8059493231815082,1.8263908159366053
core,engram-repeated-text,output_tokens_per_second,40,40,11.822310618771601,11.639506178697662,1.9961560140507042,2.0179495071394005
core,engram-repeated-text,request_latency_ms,40,40,5415.295548875,5422.838994449999,1.8709326245361884,1.8735932343725492
core,engram-repeated-text,last_token_latency_ms,40,40,5414.553605925,5422.838994449999,1.8723566534143454,1.8747612880574362
core,engram-repeated-text,native_forward_interval_ms,1337,1337,158.63178088260213,157.1455570183856,0.9928865664137456,1.1296631385609173
core,heldout-burst-192,ttft_ms,40,40,399.36528661250003,502.92618755,27.737618531424072,25.93137270790991
core,heldout-burst-192,average_tpot_ms,40,40,162.36028001612902,159.5321050161291,1.7140602975677373,1.764899253608448
core,heldout-burst-192,exact_itl_ms,40,40,162.36028001612902,159.5321050161291,1.7140602975677395,1.7648992536084502
core,heldout-burst-192,output_tokens_per_second,40,40,11.786778439855125,11.584236617288004,2.54107809646266,2.5392775644103605
core,heldout-burst-192,request_latency_ms,40,40,5433.213799475,5448.4214430500015,1.9886575721343525,2.0119222491403277
core,heldout-burst-192,last_token_latency_ms,40,40,5432.5339671125,5448.4214430500015,1.9901743463286514,2.0131763100715694
core,heldout-burst-192,native_forward_interval_ms,1337,1337,159.21477368739264,157.83266973082954,0.898383321812512,1.288013448210806
core,heldout-burst-384,ttft_ms,40,40,390.96001851249997,503.03689024999994,30.535639796736305,28.667092907331796
core,heldout-burst-384,average_tpot_ms,40,40,161.72703202459678,158.7997972258064,1.7673271263595414,1.80998486285531
core,heldout-burst-384,exact_itl_ms,40,40,161.72703202459678,158.7997972258064,1.7673271263595431,1.8099848628553115
core,heldout-burst-384,output_tokens_per_second,40,40,11.847185466953945,11.633174777587278,2.5566645062865248,2.5625234765826117
core,heldout-burst-384,request_latency_ms,40,40,5405.1905014125,5425.830604249999,2.1419920123775844,2.1622298170056746
core,heldout-burst-384,last_token_latency_ms,40,40,5404.498011275,5425.830604249999,2.1463210584332844,2.16630439970093
core,heldout-burst-384,native_forward_interval_ms,1333,1333,158.84442452318402,157.07581284702584,1.0455741873732647,1.325361651865334
core,heldout-burst-768,ttft_ms,40,40,411.093695025,504.93378138749995,24.705050217283638,22.826933980778573
core,heldout-burst-768,average_tpot_ms,40,40,161.9424110794355,159.8595292903225,1.3146670448806443,1.336605029692849
core,heldout-burst-768,exact_itl_ms,40,40,161.9424110794355,159.8595292903225,1.3146670448806457,1.33660502969285
core,heldout-burst-768,output_tokens_per_second,40,40,11.785644080682724,11.559947074715522,2.118710802581206,2.1417171903455516
core,heldout-burst-768,request_latency_ms,40,40,5432.0789049875,5460.579189387498,1.732853229375437,1.7269457543937492
core,heldout-burst-768,last_token_latency_ms,40,40,5431.3084384875,5460.579189387498,1.7325484174475823,1.726390561536803
core,heldout-burst-768,native_forward_interval_ms,1340,1340,158.72722404821596,158.2651345409564,0.6915623672539953,0.8382006000602907
core,heldout-single-192,ttft_ms,40,40,347.369157325,333.873426,3.8758257483839937,3.8851265405734776
core,heldout-single-192,average_tpot_ms,40,40,157.4888663233871,151.72967154838705,3.60071120423465,3.6568901087738634
core,heldout-single-192,exact_itl_ms,40,40,157.4888663233871,151.72967154838705,3.600711204234652,3.656890108773865
core,heldout-single-192,output_tokens_per_second,40,40,6.121848191383893,6.351977204113468,3.8126464702960376,3.7591427545274154
core,heldout-single-192,request_latency_ms,40,40,5229.874976925,5037.493243999998,3.6288471722188356,3.678514950621546
core,heldout-single-192,last_token_latency_ms,40,40,5229.52401335,5037.493243999998,3.6223886735848256,3.672050627548177
core,heldout-single-192,native_forward_interval_ms,1320,1320,155.2052980596369,152.62948701968202,1.3296819956351797,1.889620862846715
core,heldout-single-384,ttft_ms,40,40,351.237471625,333.411731,5.071076109675136,5.07512496959087
core,heldout-single-384,average_tpot_ms,40,40,156.5460212766129,150.09188951612907,4.093465609621574,4.1228334695773245
core,heldout-single-384,exact_itl_ms,40,40,156.5460212766129,150.09188951612907,4.093465609621573,4.122833469577324
core,heldout-single-384,output_tokens_per_second,40,40,6.150156985343514,6.4172138811030495,4.370298798841069,4.3422777076416175
core,heldout-single-384,request_latency_ms,40,40,5204.51660595,4986.260306000001,4.167863588478149,4.193594073664411
core,heldout-single-384,last_token_latency_ms,40,40,5204.1641312,4986.260306000001,4.161376051223158,4.187105166296016
core,heldout-single-384,native_forward_interval_ms,1320,1320,154.43882507555412,151.09516912518126,1.9116685168180878,2.189653684663055
core,heldout-single-768,ttft_ms,40,40,351.877506,334.376488,4.967391213654561,4.973610901971096
core,heldout-single-768,average_tpot_ms,40,40,155.9138934217742,150.03484619354836,3.76870364100383,3.7707013141683206
core,heldout-single-768,exact_itl_ms,40,40,155.9138934217742,150.03484619354836,3.768703641003831,3.770701314168322
core,heldout-single-768,output_tokens_per_second,40,40,6.171076413215031,6.418191954626696,4.006439686657165,4.004415516270056
core,heldout-single-768,request_latency_ms,40,40,5185.582011475,4985.456719999999,3.8573925815738406,3.8592638402430084
core,heldout-single-768,last_token_latency_ms,40,40,5185.208202075,4985.456719999999,3.8504615029078,3.8523329110500293
core,heldout-single-768,native_forward_interval_ms,1320,1320,153.8383086349025,151.07575474363384,1.810974474403527,1.8156764385734867
core,heterogeneous,ttft_ms,40,40,463.67086240000003,564.3388748,23.013554726369392,21.71109305401115
core,heterogeneous,average_tpot_ms,40,40,162.7488646153226,160.7228961935484,1.2839268342378798,1.3033809482519456
core,heterogeneous,exact_itl_ms,40,40,162.7488646153226,160.7228961935484,1.2839268342378807,1.3033809482519465
core,heterogeneous,output_tokens_per_second,40,40,17.425446616840897,17.142410924137625,1.8525457785901394,1.861702996620381
core,heterogeneous,request_latency_ms,40,40,5509.9467989,5546.7486568,1.0557051427880115,1.0500676844687067
core,heterogeneous,last_token_latency_ms,40,40,5508.885665475,5546.7486568,1.0696968249235197,1.0639456123100792
core,heterogeneous,native_forward_interval_ms,1355,1355,159.19083256457566,160.26460249158674,1.1052722869831269,1.2289865570448746
core,prefix-cold-control,ttft_ms,40,40,351.3563566,334.376488,4.828978625330894,4.832662987603396
core,prefix-cold-control,average_tpot_ms,40,40,155.8101294,150.02404966666663,3.7106217685777487,3.713545297481387
core,prefix-cold-control,exact_itl_ms,40,40,155.8101294,150.02404966666663,3.710621768577749,3.713545297481387
core,prefix-cold-control,output_tokens_per_second,40,40,5.9505933733381955,6.189294948806129,4.014035750517876,4.011391141889196
core,prefix-cold-control,request_latency_ms,40,40,2688.875837425,2584.737233,3.870498434310623,3.872942103742828
core,prefix-cold-control,last_token_latency_ms,40,40,2688.5082976,2584.737233,3.857358649468246,3.8598007933483265
core,prefix-cold-control,native_forward_interval_ms,680,680,154.7411855361041,152.04463683857637,1.7584708939600877,1.7620643140210213
core,prefix-reuse-B,ttft_ms,40,40,345.899908475,329.8030780000001,4.649244177439676,4.6536093478507885
core,prefix-reuse-B,average_tpot_ms,40,40,156.87789365333333,150.02404966666666,4.306338820382304,4.368903627564128
core,prefix-reuse-B,exact_itl_ms,40,40,156.87789365333333,150.02404966666666,4.306338820382303,4.368903627564126
core,prefix-reuse-B,output_tokens_per_second,40,40,5.930160978113707,6.200284881001842,4.607929562189705,4.555085500799628
core,prefix-reuse-B,request_latency_ms,40,40,2699.435448325,2580.1638230000003,4.370082373154477,4.418391460296186
core,prefix-reuse-B,last_token_latency_ms,40,40,2699.068313275,2580.1638230000003,4.35706658158514,4.405390174460732
core,prefix-reuse-B,native_forward_interval_ms,680,680,155.37680758307962,151.77561271891875,2.052552225983176,2.324313827466837
core,short,ttft_ms,40,40,349.78538815,324.28100700000005,5.876076942989553,7.291436982228318
core,short,average_tpot_ms,40,40,156.99100392857142,151.35317614285714,3.3494717386104806,3.591178885816543
core,short,exact_itl_ms,40,40,156.99100392857142,151.35317614285714,3.3494717386104806,3.591178885816543
core,short,output_tokens_per_second,40,40,5.536777078607107,5.780289202883314,4.6990474394540485,4.398084315460063
core,short,request_latency_ms,40,40,1449.0490845,1383.7532400000002,4.230834728996001,4.506116818156676
core,short,last_token_latency_ms,40,40,1448.72241565,1383.7532400000002,4.209243852928631,4.4845841375934015
core,short,native_forward_interval_ms,360,360,157.50492782592772,153.80422634548611,1.5054554681677483,2.5312584127421216
field,,ttft_ms,120,120,372.85025594583334,417.50135817499995,16.136056535830846,16.09248978796913
field,,average_tpot_ms,120,120,158.02619876468637,155.65213564435481,1.4786905240091566,1.511710432769482
field,,exact_itl_ms,120,120,158.02619876468637,155.65213564435481,1.4786905240091566,1.511710432769482
field,,output_tokens_per_second,120,120,8.994448274473731,8.926068817135333,2.3120109842779,2.3868649696037036
field,,request_latency_ms,120,120,4649.6881158125,4629.407345549999,2.0271887353946383,2.0864594944388966
field,,last_token_latency_ms,120,120,4649.161118833334,4629.407345549999,2.0241536909140283,2.0847433247840557
field,,native_forward_interval_ms,3503,3503,155.98927151186956,155.52812357417523,0.7506987285355395,0.964763480603452
field,boundary-129,ttft_ms,30,30,344.66099876666664,331.549668,3.787238863746375,3.804123708102799
field,boundary-129,average_tpot_ms,30,30,155.62532470444444,153.32755439999997,1.3934755849552365,1.4764758298871268
field,boundary-129,exact_itl_ms,30,30,155.62532470444444,153.32755439999997,1.3934755849552367,1.4764758298871268
field,boundary-129,output_tokens_per_second,30,30,5.975436240874562,6.079544601801986,1.8092055143729298,1.7422721409907758
field,boundary-129,request_latency_ms,30,30,2679.3904094,2631.462984,1.7241294930405238,1.7887436348155346
field,boundary-129,last_token_latency_ms,30,30,2679.0408693333334,2631.462984,1.71131726599277,1.7759298067436071
field,boundary-129,native_forward_interval_ms,510,510,154.28835682588465,154.91643065840847,1.2208746686610865,1.5618765396556664
field,engram-distinct-text,ttft_ms,30,30,415.8362993833333,503.03990224999995,26.415159398270823,24.612782566548127
field,engram-distinct-text,average_tpot_ms,30,30,161.0471868091398,158.7997972258064,1.3875280194110757,1.4247909176952032
field,engram-distinct-text,exact_itl_ms,30,30,161.0471868091398,158.7997972258064,1.3875280194110755,1.4247909176952025
field,engram-distinct-text,output_tokens_per_second,30,30,11.839662609739776,11.633198274371138,2.4637923084479554,2.469297310575168
field,engram-distinct-text,request_latency_ms,30,30,5408.994881533334,5425.833616249999,2.0769763801565717,2.094014539312926
field,engram-distinct-text,last_token_latency_ms,30,30,5408.299090466667,5425.833616249999,2.0774715347574277,2.094237857203276
field,engram-distinct-text,native_forward_interval_ms,1004,1004,158.2896800250171,157.17449407653504,0.7507760461602278,1.1195811578133614
field,engram-repeated-text,ttft_ms,30,30,387.0146968,501.54243644999997,31.4314577086329,29.592607360124404
field,engram-repeated-text,average_tpot_ms,30,30,160.2341374688172,158.75151940322576,0.9253024360019338,0.9328621436666972
field,engram-repeated-text,exact_itl_ms,30,30,160.2341374688172,158.75151940322576,0.9253024360019338,0.9328621436666972
field,engram-repeated-text,output_tokens_per_second,30,30,11.954113927975275,11.63953359340027,2.640863682863547,2.667349761076179
field,engram-repeated-text,request_latency_ms,30,30,5354.991793483333,5422.839537949999,2.0441534850435197,2.035124260432204
field,engram-repeated-text,last_token_latency_ms,30,30,5354.272958333333,5422.839537949999,2.050845684469945,2.0416116187452102
field,engram-repeated-text,native_forward_interval_ms,999,999,157.46302077529188,157.05831135357465,0.5788965451431478,0.5816459795232134
field,heldout-single-192,ttft_ms,30,30,343.8890288333333,333.873426,2.9103701726732814,2.912451981184732
field,heldout-single-192,average_tpot_ms,30,30,155.19814607634407,151.72967154838707,2.2084560556683805,2.2348685313875047
field,heldout-single-192,exact_itl_ms,30,30,155.19814607634407,151.72967154838707,2.20845605566838,2.234868531387504
field,heldout-single-192,output_tokens_per_second,30,30,6.208580319305311,6.351998798967939,2.3341824314271666,2.3100044178646564
field,heldout-single-192,request_latency_ms,30,30,5155.375378833333,5037.493243999998,2.2634955833379373,2.286586837445991
field,heldout-single-192,last_token_latency_ms,30,30,5155.0315572,5037.493243999998,2.2569802784359707,2.2800697123926654
field,heldout-single-192,native_forward_interval_ms,990,990,153.04541376287287,152.62948701968202,0.6817724910100683,0.8900340619862275
service,,ttft_ms,120,120,375.81189032083336,417.5004210916666,14.692483678274149,14.466814898029334
service,,average_tpot_ms,120,120,158.04122693032258,155.6521356443548,1.4869949570519674,1.523631944186492
service,,exact_itl_ms,120,120,158.04122693032258,155.6521356443548,1.4869949570519676,1.523631944186492
service,,output_tokens_per_second,120,120,8.985511720650955,8.92607134575532,2.192649018783203,2.2429169486024088
service,,request_latency_ms,120,120,4653.562021833333,4629.406408466666,1.9446676942677106,1.9956465462574884
service,,last_token_latency_ms,120,120,4653.042382920833,4629.406408466666,1.9400936344469055,1.9921904183110377
service,,native_forward_interval_ms,3509,3509,155.87762566841235,155.57063086152178,0.7216523263908134,0.9422614376049123
service,boundary-129,ttft_ms,30,30,345.00782223333334,331.549668,3.8835034901317957,3.9008258265609443
service,boundary-129,average_tpot_ms,30,30,155.51188556,153.32755439999997,1.3242509161034455,1.404607211940262
service,boundary-129,exact_itl_ms,30,30,155.51188556,153.32755439999997,1.3242509161034417,1.4046072119402588
service,boundary-129,output_tokens_per_second,30,30,5.978281628528662,6.079563045303618,1.7582476643057283,1.6941559977976972
service,boundary-129,request_latency_ms,30,30,2678.0412351,2631.462984,1.6773324162474372,1.7392656427211861
service,boundary-129,last_token_latency_ms,30,30,2677.686105633333,2631.462984,1.6642855886707404,1.7262337634007678
service,boundary-129,native_forward_interval_ms,510,510,154.24700670429306,154.91643065840847,1.2712133036488393,1.6146403191518333
service,engram-distinct-text,ttft_ms,30,30,407.02656713333334,503.0382686,25.737394719483728,23.588558885202996
service,engram-distinct-text,average_tpot_ms,30,30,160.8352146360215,158.7997972258064,1.2726481386974438,1.308308881281886
service,engram-distinct-text,exact_itl_ms,30,30,160.8352146360215,158.7997972258064,1.272648138697447,1.308308881281889
service,engram-distinct-text,output_tokens_per_second,30,30,11.87249589998524,11.633212329505085,2.474538901990229,2.488194196631301
service,engram-distinct-text,request_latency_ms,30,30,5393.612627783334,5425.831982599999,2.0433491486326765,2.049754808997152
service,engram-distinct-text,last_token_latency_ms,30,30,5392.91822085,5425.831982599999,2.043666481740664,2.0498173491539284
service,engram-distinct-text,native_forward_interval_ms,1005,1005,157.72169733000038,157.19759189548776,0.5883149317827716,0.7968566508566244
service,engram-repeated-text,ttft_ms,30,30,405.4389406166667,501.54032176666664,25.717115525276423,23.703046629865195
service,engram-repeated-text,average_tpot_ms,30,30,160.71975118010752,158.75151940322576,1.2068083886432912,1.2288029973860164
service,engram-repeated-text,exact_itl_ms,30,30,160.71975118010752,158.75151940322576,1.2068083886432923,1.2288029973860168
service,engram-repeated-text,output_tokens_per_second,30,30,11.881033704049523,11.639516200127943,2.228177923816536,2.2531703812554493
service,engram-repeated-text,request_latency_ms,30,30,5388.451541983333,5422.837423266666,1.820552120710759,1.8129712130133773
service,engram-repeated-text,last_token_latency_ms,30,30,5387.7512272,5422.837423266666,1.8212182436819595,1.8133916170211701
service,engram-repeated-text,native_forward_interval_ms,1004,1004,157.69953696566273,157.17449407653504,0.6454235055831565,0.8279486162876776
service,heldout-single-192,ttft_ms,30,30,345.7742313,333.873426,3.431920978204652,3.4417849055022987
service,heldout-single-192,average_tpot_ms,30,30,155.0980563451613,151.72967154838707,2.1442723847636893,2.1717775684294165
service,heldout-single-192,exact_itl_ms,30,30,155.0980563451613,151.72967154838707,2.144272384763689,2.1717775684294165
service,heldout-single-192,output_tokens_per_second,30,30,6.21023565004039,6.351993808084636,2.3096315850203184,2.2826534455793723
service,heldout-single-192,request_latency_ms,30,30,5154.142682466667,5037.493243999998,2.23743709147997,2.263217098422312
service,heldout-single-192,last_token_latency_ms,30,30,5153.813978,5037.493243999998,2.2312042236942577,2.256983556188438
service,heldout-single-192,native_forward_interval_ms,990,990,152.99795365767045,152.62948701968202,0.651209618583113,0.8647137264801988
