scope,mode,purpose,metric,planned_points,predicted_points,observed_mean_supported,predicted_mean_supported,mape_percent,wape_percent,weighting
field-off,SOL,engram-distinct-text,output_tokens_per_second,30,30,11.839662609739776,1463.1135758306018,12266.311041207473,12257.730317644242,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SOL,engram-distinct-text,request_latency_ms,30,30,5408.994881533334,42.82416425,99.20772848014379,99.20827870634145,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SOL,engram-distinct-text,last_token_latency_ms,30,30,5408.299090466667,42.82416425,99.20762652674631,99.20817684943705,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SOL,engram-distinct-text,native_forward_interval_ms,1004,1004,158.2896800250171,1.1373101049963041,99.3206364461795,99.28150078715394,MAPE: equal correlated native intervals; WAPE: observed interval latency weighted
field-off,SOL,engram-repeated-text,ttft_ms,30,30,387.0146968,15.98124195,95.81202177610608,95.87063693390985,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SOL,engram-repeated-text,average_tpot_ms,30,30,160.2341374688172,0.8329441935483872,99.48013051259001,99.48017057619167,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SOL,engram-repeated-text,exact_itl_ms,30,30,160.2341374688172,0.8329441935483872,99.48013051259001,99.48017057619167,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SOL,engram-repeated-text,output_tokens_per_second,30,30,11.954113927975275,1498.1159326376544,12435.741843569504,12432.220636878246,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SOL,engram-repeated-text,request_latency_ms,30,30,5354.991793483333,41.80251195,99.219152060261,99.21937299696947,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SOL,engram-repeated-text,last_token_latency_ms,30,30,5354.272958333333,41.80251195,99.21904698966287,99.21926819429444,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SOL,engram-repeated-text,native_forward_interval_ms,999,999,157.46302077529188,1.0990824337098395,99.34122622316617,99.30200600223573,MAPE: equal correlated native intervals; WAPE: observed interval latency weighted
field-off,SOL,heldout-single-192,ttft_ms,30,30,343.8890288333333,10.186248,97.03786234352971,97.03792585807186,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SOL,heldout-single-192,average_tpot_ms,30,30,155.19814607634407,0.5460747096774194,99.64804847711493,99.64814353554921,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SOL,heldout-single-192,exact_itl_ms,30,30,155.19814607634407,0.5460747096774194,99.64804847711493,99.64814353554921,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SOL,heldout-single-192,output_tokens_per_second,30,30,6.208580319305311,1167.6431331184472,18711.388063338054,18706.92643192054,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SOL,heldout-single-192,request_latency_ms,30,30,5155.375378833333,27.114564,99.47392828619705,99.47405257604856,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SOL,heldout-single-192,last_token_latency_ms,30,30,5155.0315572,27.114564,99.47389321723652,99.47401749729097,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SOL,heldout-single-192,native_forward_interval_ms,990,990,153.04541376287287,0.8216545023333341,99.49118213564947,99.46313026824417,MAPE: equal correlated native intervals; WAPE: observed interval latency weighted
field-off,HYBRID,boundary-129,ttft_ms,30,30,344.66099876666664,359.264744,4.405790255906145,4.3974814733614425,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,HYBRID,boundary-129,average_tpot_ms,30,30,155.62532470444444,135.39208026666668,12.927963139684888,13.00125443992082,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,HYBRID,boundary-129,exact_itl_ms,30,30,155.62532470444444,135.39208026666668,12.927963139684888,13.00125443992082,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,HYBRID,boundary-129,output_tokens_per_second,30,30,5.975436240874562,6.693275130942541,12.086852782034407,12.013162907799948,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,HYBRID,boundary-129,request_latency_ms,30,30,2679.3904094,2390.145948,10.736470508383206,10.7951592416415,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,HYBRID,boundary-129,last_token_latency_ms,30,30,2679.0408693333334,2390.145948,10.724833220399587,10.78352049945485,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,HYBRID,boundary-129,native_forward_interval_ms,510,510,154.28835682588465,140.6227338794463,11.645349473136262,12.099190337415592,MAPE: equal correlated native intervals; WAPE: observed interval latency weighted
field-off,HYBRID,engram-distinct-text,ttft_ms,30,30,415.8362993833333,530.4160537500001,32.93204441194535,30.757285769184474,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,HYBRID,engram-distinct-text,average_tpot_ms,30,30,161.0471868091398,142.92020587096778,11.221731389365777,11.255695487344754,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,HYBRID,engram-distinct-text,exact_itl_ms,30,30,161.0471868091398,142.92020587096778,11.221731389365777,11.255695487344754,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,HYBRID,engram-distinct-text,output_tokens_per_second,30,30,11.839662609739776,12.726406145258546,7.564316257117889,7.489601391084409,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,HYBRID,engram-distinct-text,request_latency_ms,30,30,5408.994881533334,4960.94243575,8.21972497566784,8.283469583471295,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,HYBRID,engram-distinct-text,last_token_latency_ms,30,30,5408.299090466667,4960.94243575,8.20791423690513,8.271670024781582,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,HYBRID,engram-distinct-text,native_forward_interval_ms,1004,1004,158.2896800250171,143.927320610227,11.686178887211383,12.169245801516931,MAPE: equal correlated native intervals; WAPE: observed interval latency weighted
field-off,HYBRID,engram-repeated-text,ttft_ms,30,30,387.0146968,513.91961445,34.67495247872818,32.79072311705554,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,HYBRID,engram-repeated-text,average_tpot_ms,30,30,160.2341374688172,142.3880901935484,11.130632717582921,11.13748141137638,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,HYBRID,engram-repeated-text,exact_itl_ms,30,30,160.2341374688172,142.3880901935484,11.130632717582921,11.13748141137638,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,HYBRID,engram-repeated-text,output_tokens_per_second,30,30,11.954113927975275,12.810449570752374,7.193814943796237,7.163522515651148,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,HYBRID,engram-repeated-text,request_latency_ms,30,30,5354.991793483333,4927.95041045,7.948619715126034,7.974641222662818,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,HYBRID,engram-repeated-text,last_token_latency_ms,30,30,5354.272958333333,4927.95041045,7.936233398854488,7.962286405660528,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,HYBRID,engram-repeated-text,native_forward_interval_ms,999,999,157.46302077529188,143.8809313802024,11.748995048555408,11.93124305238029,MAPE: equal correlated native intervals; WAPE: observed interval latency weighted
